City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,ingeniero jacobacci,-41.3427,-69.5448,4.89,61,5,5.3,AR,2024-10-01 03:00:00
302,guiuan,11.0333,125.7247,29.45,72,98,5.49,PH,2024-10-01 03:00:00
303,petropavlovka,50.6114,105.3196,5.13,66,82,1.51,RU,2024-10-01 03:00:00
304,tommot,58.9564,126.2925,2.78,96,100,5.51,RU,2024-10-01 03:00:00
305,dunholme,53.3007,-0.4654,11.83,92,100,7.89,GB,2024-10-01 03:00:00
306,libenge,3.65,18.6333,21.38,98,100,1.25,CD,2024-10-01 03:00:00
307,kirakira,-10.4544,161.9205,29.22,72,27,3.17,SB,2024-10-01 03:00:00
308,laojunmiao,39.8333,97.7333,8.66,22,0,2.31,CN,2024-10-01 03:00:00
309,hirara,24.8,125.2833,28.95,86,97,9.21,JP,2024-10-01 03:00:00
310,remire-montjoly,4.9167,-52.2667,27.2,81,9,5.79,GF,2024-10-01 03:00:00
311,moletai,55.2333,25.4167,6.65,62,100,4.19,LT,2024-10-01 03:00:00
312,nizhneangarsk,55.7833,109.55,4.73,76,99,5.12,RU,2024-10-01 03:00:00
313,san antonio de pale,-1.4014,5.6325,24.78,82,78,6.47,GQ,2024-10-01 03:00:00
314,mount gambier,-37.8333,140.7667,16.45,60,17,3.91,AU,2024-10-01 03:00:00
315,puerto aysen,-45.4,-72.7,-1.27,99,66,1.79,CL,2024-10-01 03:00:00
316,catriel,-37.8791,-67.7956,14.79,38,100,11.96,AR,2024-10-01 03:00:00
317,barcelona,41.3888,2.159,21.15,75,13,2.37,ES,2024-10-01 03:00:00
318,lubang,13.8584,120.124,29.02,77,100,8.15,PH,2024-10-01 03:00:00
319,camiri,-20.05,-63.5167,29.15,37,40,2.44,BO,2024-10-01 03:00:00
320,thompson,55.7435,-97.8558,4.93,91,100,9.68,CA,2024-10-01 03:00:00
321,pingzhuang,42.0372,119.2889,9.3,52,66,4.2,CN,2024-10-01 03:00:00
322,hadibu,12.65,54.0333,25.23,82,12,2.43,YE,2024-10-01 03:00:00
323,maseru,-29.3167,27.4833,1.99,71,13,2.46,LS,2024-10-01 03:00:00
324,hanoi,21.0245,105.8412,29.37,81,85,7.2,VN,2024-10-01 03:00:00
325,paita,-5.0892,-81.1144,17.72,87,73,5.03,PE,2024-10-01 03:00:00
326,campo gallo,-26.5833,-62.85,34.58,21,21,2.91,AR,2024-10-01 03:00:00
327,nemuro,43.3236,145.575,18.36,89,67,7.5,JP,2024-10-01 03:00:00
328,mizhirah,16.8261,42.7333,31.5,67,25,1.2,SA,2024-10-01 03:00:00
329,la ronge,55.1001,-105.2842,8.37,57,38,3.72,CA,2024-10-01 03:00:00
330,aoulef,26.9667,1.0833,33.49,19,0,9.85,DZ,2024-10-01 03:00:00
331,kidal,18.4411,1.4078,33.43,19,24,7.16,ML,2024-10-01 03:00:00
332,jinxiang,27.4327,120.6062,26.42,85,72,4.65,CN,2024-10-01 03:00:00
333,sao joao da barra,-21.6403,-41.0511,22.78,90,1,7.17,BR,2024-10-01 03:00:00
334,foindu,7.4108,-11.5422,23.12,98,100,0.8,SL,2024-10-01 03:00:00
335,atherton,53.5237,-2.4935,10.24,96,100,2.39,GB,2024-10-01 03:00:00
336,murun-kuren,49.6342,100.1625,5.82,59,81,7.2,MN,2024-10-01 03:00:00
337,arno,60.1167,18.6333,6.74,75,22,1.89,SE,2024-10-01 03:00:00
338,bouarfa,32.53,-1.95,23.17,46,63,0.34,MA,2024-10-01 03:00:00
339,yuzhno-kurilsk,44.0306,145.8556,19.07,94,98,4.11,RU,2024-10-01 03:00:00
340,olonkinbyen,70.9221,-8.7187,-1.39,64,100,5.03,SJ,2024-10-01 03:00:00
341,luanda,-8.8368,13.2343,22.55,88,56,2.69,AO,2024-10-01 03:00:00
342,la asuncion,11.0333,-63.8628,26.86,83,53,1.92,VE,2024-10-01 03:00:00
343,dryden,49.7833,-92.7503,12.69,52,64,7.38,CA,2024-10-01 03:00:00
344,aripuana,-9.1667,-60.6333,23.47,94,100,0.75,BR,2024-10-01 03:00:00
345,boyabat,41.4689,34.7667,14.29,77,94,1.29,TR,2024-10-01 03:00:00
346,mao,39.8885,4.2658,20.13,75,2,1.0,ES,2024-10-01 03:00:00
347,vila franca do campo,37.7167,-25.4333,23.95,95,39,4.73,PT,2024-10-01 03:00:00
348,hohhot,40.8106,111.6522,5.46,49,34,6.94,CN,2024-10-01 03:00:00
349,carutapera,-1.195,-46.02,25.67,79,71,4.17,BR,2024-10-01 03:00:00
350,richards bay,-28.783,32.0377,14.36,87,65,3.56,ZA,2024-10-01 03:00:00
351,mar del plata,-38.0023,-57.5575,12.59,81,78,6.65,AR,2024-10-01 03:00:00
352,nyurba,63.2842,118.3319,2.99,99,100,0.99,RU,2024-10-01 03:00:00
353,spearfish,44.4908,-103.8594,10.9,25,22,2.82,US,2024-10-01 03:00:00
354,zhangatas,43.5667,69.75,16.01,28,76,0.76,KZ,2024-10-01 03:00:00
355,childress,34.4264,-100.204,29.72,23,0,4.32,US,2024-10-01 03:00:00
356,bargaal,11.2864,51.0773,25.5,84,13,4.2,SO,2024-10-01 03:00:00
357,rio claro,-22.4114,-47.5614,25.04,31,1,1.79,BR,2024-10-01 03:00:00
358,rabaul,-4.1967,152.1721,30.53,68,18,4.79,PG,2024-10-01 03:00:00
359,buturlinovka,50.8239,40.6092,13.51,36,0,5.66,RU,2024-10-01 03:00:00
360,dingzhou,38.5131,114.9956,18.06,34,21,6.31,CN,2024-10-01 03:00:00
361,kargasok,59.0556,80.8572,11.05,88,99,6.07,RU,2024-10-01 03:00:00
362,howrah,22.5892,88.3103,30.68,86,60,2.03,IN,2024-10-01 03:00:00
363,puerto baquerizo moreno,-0.9,-89.6,20.14,87,96,5.02,EC,2024-10-01 03:00:00
364,ylitornio,66.3089,23.6773,7.0,81,99,6.58,FI,2024-10-01 03:00:00
365,mayma,52.0197,85.9114,13.77,64,99,2.78,RU,2024-10-01 03:00:00
366,karaton,-6.3424,106.1045,32.3,73,71,0.85,ID,2024-10-01 03:00:00
367,fale old settlement,-9.3852,-171.2468,27.85,77,67,3.84,TK,2024-10-01 03:00:00
368,fortuna,40.5982,-124.1573,16.95,57,0,1.05,US,2024-10-01 03:00:00
369,tsiombe,-25.3,45.4833,22.37,58,47,1.62,MG,2024-10-01 03:00:00
370,bemidji,47.4736,-94.8803,12.99,46,73,6.98,US,2024-10-01 03:00:00
371,domerat,46.3606,2.5343,13.46,90,100,2.77,FR,2024-10-01 03:00:00
372,charlottetown,46.2352,-63.1267,13.73,80,85,5.59,CA,2024-10-01 03:00:00
373,nadym,65.5333,72.5167,4.27,75,28,12.31,RU,2024-10-01 03:00:00
374,tadine,-21.55,167.8833,26.66,59,15,2.96,NC,2024-10-01 03:00:00
375,bel ombre,-4.6167,55.4167,26.72,78,56,7.63,SC,2024-10-01 03:00:00
376,sona,45.4388,10.8255,15.37,78,47,0.91,IT,2024-10-01 03:00:00
377,farmington,36.7281,-108.2187,27.31,20,7,4.22,US,2024-10-01 03:00:00
378,touros,-5.1989,-35.4608,24.43,76,11,7.46,BR,2024-10-01 03:00:00
379,kende,11.5197,4.2603,24.41,82,83,2.66,NG,2024-10-01 03:00:00
380,dugulubgey,43.6625,43.5369,11.61,89,73,0.88,RU,2024-10-01 03:00:00
381,broken hill,-31.95,141.4333,20.24,42,1,5.48,AU,2024-10-01 03:00:00
382,chibougamau,49.9168,-74.3659,10.89,81,4,3.61,CA,2024-10-01 03:00:00
383,gejiu,23.306,103.1635,13.66,94,100,2.6,CN,2024-10-01 03:00:00
384,paka,4.6374,103.4368,30.51,87,31,2.3,MY,2024-10-01 03:00:00
385,ujae,8.9322,165.7642,28.78,72,100,2.67,MH,2024-10-01 03:00:00
386,labrador city,52.9463,-66.9114,8.41,71,65,0.86,CA,2024-10-01 03:00:00
387,dayr al balah,31.4166,34.3452,25.81,69,36,4.76,PS,2024-10-01 03:00:00
388,bor,56.3567,44.0669,8.79,73,35,4.95,RU,2024-10-01 03:00:00
389,svetlyy,54.675,20.1347,4.67,72,74,3.41,RU,2024-10-01 03:00:00
390,taunsa,30.7048,70.6505,35.25,18,1,1.5,PK,2024-10-01 03:00:00
391,chichiriviche,10.9333,-68.2772,27.61,79,50,0.93,VE,2024-10-01 03:00:00
392,uray,60.1247,64.7758,10.05,72,67,4.89,RU,2024-10-01 03:00:00
393,guararapes,-21.2608,-50.6428,28.23,22,5,2.63,BR,2024-10-01 03:00:00
394,itoman,26.1247,127.6694,29.54,80,28,4.7,JP,2024-10-01 03:00:00
395,kimbe,-5.5502,150.1429,32.02,59,37,2.9,PG,2024-10-01 03:00:00
396,port douglas,-16.4833,145.4667,25.8,65,35,3.27,AU,2024-10-01 03:00:00
397,siwa oasis,29.2041,25.5195,22.08,60,0,3.0,EG,2024-10-01 03:00:00
398,maevatanana,-13.8831,48.5289,22.15,93,35,0.96,MG,2024-10-01 03:00:00
399,akureyri,65.6835,-18.0878,2.74,82,83,3.2,IS,2024-10-01 03:00:00
400,chuzhou,32.3219,118.2978,20.23,72,100,7.56,CN,2024-10-01 03:00:00
401,fort mcmurray,56.7268,-111.381,10.51,39,69,2.57,CA,2024-10-01 03:00:00
402,kani keli,-12.9536,45.1033,25.73,78,46,9.64,YT,2024-10-01 03:00:00
403,codajas,-3.8367,-62.0569,26.83,73,96,0.96,BR,2024-10-01 03:00:00
404,rongelap,11.1635,166.8941,28.52,77,100,5.79,MH,2024-10-01 03:00:00
405,verkhovazh'ye,60.7472,42.0465,1.53,91,18,1.06,RU,2024-10-01 03:00:00
406,labytnangi,66.6572,66.4183,4.4,66,83,13.52,RU,2024-10-01 03:00:00
407,nuuk,64.1835,-51.7216,3.21,98,99,4.43,GL,2024-10-01 03:00:00
408,chamical,-30.36,-66.314,27.77,8,0,5.65,AR,2024-10-01 03:00:00
409,griffith,41.5284,-87.4237,21.1,81,98,1.42,US,2024-10-01 03:00:00
410,oneonta,42.4529,-75.0638,17.22,88,100,1.36,US,2024-10-01 03:00:00
411,crane,31.3974,-102.3501,28.91,20,0,4.56,US,2024-10-01 03:00:00
412,margarita belen,-27.2616,-58.9722,28.94,33,1,2.62,AR,2024-10-01 03:00:00
413,moree,-29.4667,149.85,25.54,41,0,0.47,AU,2024-10-01 03:00:00
414,sakakah,29.9697,40.2064,24.45,37,0,4.91,SA,2024-10-01 03:00:00
415,sile,41.1754,29.6133,15.96,71,99,7.26,TR,2024-10-01 03:00:00
416,mandera,3.9366,41.867,26.1,62,83,3.8,KE,2024-10-01 03:00:00
417,chipinge,-20.1883,32.6236,16.29,90,23,1.0,ZW,2024-10-01 03:00:00
418,kourou,5.1552,-52.6478,25.95,83,12,2.9,GF,2024-10-01 03:00:00
419,nabire,-3.3667,135.4833,29.93,67,98,2.43,ID,2024-10-01 03:00:00
420,jiwani,25.05,61.7417,27.4,81,10,2.35,PK,2024-10-01 03:00:00
421,shiyan,32.6475,110.7781,17.93,66,70,3.08,CN,2024-10-01 03:00:00
422,sterling,39.0062,-77.4286,18.37,87,100,1.61,US,2024-10-01 03:00:00
423,vilyuysk,63.7553,121.6247,1.44,87,100,2.56,RU,2024-10-01 03:00:00
424,coxen hole,16.3244,-86.5366,28.88,78,47,5.01,HN,2024-10-01 03:00:00
425,mbanza kongo,-6.267,14.2401,21.97,82,93,2.13,AO,2024-10-01 03:00:00
426,le port,-20.9373,55.2919,22.45,74,15,2.31,RE,2024-10-01 03:00:00
427,pesaro,43.9036,12.8903,14.68,81,25,2.38,IT,2024-10-01 03:00:00
428,ta`u,-14.2336,-169.5144,24.84,88,100,4.4,AS,2024-10-01 03:00:00
429,kupang,-10.1667,123.5833,31.85,59,36,1.63,ID,2024-10-01 03:00:00
430,la passe,45.5549,-0.8967,15.71,89,93,1.33,FR,2024-10-01 03:00:00
431,novo aripuana,-5.1206,-60.3797,26.09,76,65,0.66,BR,2024-10-01 03:00:00
432,usogorsk,63.4106,48.6872,3.57,83,45,4.27,RU,2024-10-01 03:00:00
433,sydney,-33.8679,151.2073,19.8,58,13,4.47,AU,2024-10-01 03:00:00
434,danville,36.586,-79.395,21.18,96,30,2.8,US,2024-10-01 03:00:00
435,binka,21.0333,83.8,28.39,88,78,2.2,IN,2024-10-01 03:00:00
436,wakkanai,45.4094,141.6739,21.11,61,82,11.67,JP,2024-10-01 03:00:00
437,yunak,38.8142,31.7322,8.49,79,20,1.75,TR,2024-10-01 03:00:00
438,salalah,17.0151,54.0924,26.56,80,53,2.45,OM,2024-10-01 03:00:00
439,nagqu,31.5,92.0,10.12,50,5,1.82,CN,2024-10-01 03:00:00
440,carnarvon,-24.8667,113.6333,22.22,68,0,4.71,AU,2024-10-01 03:00:00
441,jining,35.405,116.5814,18.31,52,6,7.51,CN,2024-10-01 03:00:00
442,quellon,-43.1167,-73.6167,3.42,73,36,3.37,CL,2024-10-01 03:00:00
443,alotau,-10.3069,150.4462,28.72,74,74,3.24,PG,2024-10-01 03:00:00
444,turpan,42.9333,89.1667,18.95,17,0,1.32,CN,2024-10-01 03:00:00
445,nova xavantina,-14.6667,-52.35,29.61,30,85,0.97,BR,2024-10-01 03:00:00
446,kralendijk,12.15,-68.2667,28.88,74,18,3.44,BQ,2024-10-01 03:00:00
447,kingston,17.997,-76.7936,27.95,84,26,1.06,JM,2024-10-01 03:00:00
448,nampa,43.5407,-116.5635,17.83,16,26,2.16,US,2024-10-01 03:00:00
449,debre birhan,9.6833,39.5333,9.4,74,64,1.7,ET,2024-10-01 03:00:00
450,wimauma,27.7125,-82.299,28.29,82,91,1.76,US,2024-10-01 03:00:00
451,midvagur,62.0511,-7.1939,6.96,94,98,1.51,FO,2024-10-01 03:00:00
452,bethanie,-26.4833,17.15,6.74,47,0,0.9,NA,2024-10-01 03:00:00
453,shamokin,40.789,-76.5589,17.23,90,100,2.1,US,2024-10-01 03:00:00
454,gunnedah,-30.9833,150.25,23.6,38,1,2.45,AU,2024-10-01 03:00:00
455,nsanje,-16.92,35.262,26.22,28,0,1.68,MW,2024-10-01 03:00:00
456,tomatlan,19.9333,-105.25,24.96,96,100,0.83,MX,2024-10-01 03:00:00
457,kulhudhuffushi,6.6221,73.07,27.83,77,94,1.23,MV,2024-10-01 03:00:00
458,bengkulu,-3.8004,102.2655,29.35,79,31,1.88,ID,2024-10-01 03:00:00
459,dongtai,32.8523,120.3095,18.6,86,100,6.88,CN,2024-10-01 03:00:00
460,ankazobe,-18.3167,47.1167,14.91,90,23,1.42,MG,2024-10-01 03:00:00
461,maceio,-9.6658,-35.7353,24.0,70,50,3.81,BR,2024-10-01 03:00:00
462,isanlu-itedoijowa,8.2667,5.8333,22.29,95,77,1.86,NG,2024-10-01 03:00:00
463,whitby,54.4877,-0.615,12.57,90,100,9.02,GB,2024-10-01 03:00:00
464,road town,18.4167,-64.6167,28.39,79,16,4.57,VG,2024-10-01 03:00:00
465,patong,7.8961,98.2966,29.25,82,100,4.7,TH,2024-10-01 03:00:00
466,holualoa,19.6228,-155.9522,25.44,75,6,1.8,US,2024-10-01 03:00:00
467,charters towers,-20.1,146.2667,32.93,35,3,5.3,AU,2024-10-01 03:00:00
468,broome,42.2506,-75.833,17.39,78,100,2.12,US,2024-10-01 03:00:00
469,isangel,-19.55,169.2667,27.21,72,3,3.98,VU,2024-10-01 03:00:00
470,tralee,52.2704,-9.7026,10.77,93,59,1.66,IE,2024-10-01 03:00:00
471,sebastopol,44.6,33.5333,18.35,66,100,6.03,UA,2024-10-01 03:00:00
472,haiku-pauwela,20.9219,-156.3051,26.83,74,19,6.79,US,2024-10-01 03:00:00
473,sault ste. marie,46.5168,-84.3333,16.09,91,2,3.39,CA,2024-10-01 03:00:00
474,bandarban,22.1965,92.2262,30.21,90,100,0.72,BD,2024-10-01 03:00:00
475,uyskoye,54.3775,60.0047,9.9,56,80,1.0,RU,2024-10-01 03:00:00
476,alfredo v. bonfil,21.0833,-86.85,26.35,96,100,1.93,MX,2024-10-01 03:00:00
477,yangambi,0.8102,24.4336,22.18,94,98,0.66,CD,2024-10-01 03:00:00
478,onsong,42.9572,129.9933,10.36,94,100,2.57,KP,2024-10-01 03:00:00
479,hargeysa,9.56,44.065,22.03,68,79,4.96,SO,2024-10-01 03:00:00
480,youhao,47.8667,128.8333,11.78,51,31,3.11,CN,2024-10-01 03:00:00
481,birendranagar,28.6019,81.6339,25.4,91,14,0.95,NP,2024-10-01 03:00:00
482,sechura,-5.5569,-80.8222,18.78,81,60,5.71,PE,2024-10-01 03:00:00
483,inari,68.906,27.0288,4.56,76,95,7.15,FI,2024-10-01 03:00:00
484,san jose del guaviare,2.5729,-72.6459,24.52,80,85,1.13,CO,2024-10-01 03:00:00
485,jinchang,38.4953,102.1739,11.29,26,0,0.45,CN,2024-10-01 03:00:00
486,oskaloosa,41.2964,-92.6444,23.75,52,0,3.73,US,2024-10-01 03:00:00
487,vernon,50.2581,-119.2691,13.6,42,77,0.51,CA,2024-10-01 03:00:00
488,dali,25.7,100.1833,16.96,94,100,2.27,CN,2024-10-01 03:00:00
489,mount pearl,47.5166,-52.7813,11.65,91,100,3.89,CA,2024-10-01 03:00:00
490,homer,59.6425,-151.5483,9.79,68,100,4.27,US,2024-10-01 03:00:00
491,suva,-18.1416,178.4415,24.94,95,57,5.97,FJ,2024-10-01 03:00:00
492,oltinko'l,40.8011,72.1634,17.46,34,15,0.26,UZ,2024-10-01 03:00:00
493,pointe-noire,-4.7761,11.8635,24.87,91,83,3.44,CG,2024-10-01 03:00:00
494,kushtagi,15.7667,76.2,27.35,73,61,3.89,IN,2024-10-01 03:00:00
495,walvis bay,-22.9575,14.5053,11.12,74,0,3.09,NA,2024-10-01 03:00:00
496,san fernando,15.0286,120.6898,29.55,78,100,4.89,PH,2024-10-01 03:00:00
497,jayapura,-2.5333,140.7,29.52,72,88,3.05,ID,2024-10-01 03:00:00
498,nogliki,51.8333,143.1667,7.16,80,100,3.29,RU,2024-10-01 03:00:00
499,coquimbo,-29.9533,-71.3436,11.99,79,1,1.03,CL,2024-10-01 03:00:00
500,pontianak,-0.0333,109.3333,30.45,88,83,1.3,ID,2024-10-01 03:00:00
501,mineiros,-17.5694,-52.5511,26.33,35,66,3.04,BR,2024-10-01 03:00:00
502,valparaiso,-33.0393,-71.6273,12.21,78,65,2.17,CL,2024-10-01 03:00:00
503,the pas,53.8251,-101.2541,9.15,65,67,6.79,CA,2024-10-01 03:00:00
504,rumuruti,0.267,36.5389,16.13,85,95,1.63,KE,2024-10-01 03:00:00
505,magadan,59.5667,150.8,4.18,50,100,1.6,RU,2024-10-01 03:00:00
506,korla,41.7597,86.1469,14.61,53,16,1.93,CN,2024-10-01 03:00:00
507,ismailia,30.6043,32.2723,21.49,81,0,3.52,EG,2024-10-01 03:00:00
508,morant bay,17.8815,-76.4093,27.26,85,70,2.01,JM,2024-10-01 03:00:00
509,mahina,-17.5065,-149.489,28.01,76,7,4.26,PF,2024-10-01 03:00:00
510,aliwal north,-30.6937,26.7114,2.35,71,13,2.68,ZA,2024-10-01 03:00:00
511,auki,-8.7676,160.7034,29.69,67,35,1.68,SB,2024-10-01 03:00:00
512,union de tula,19.9667,-104.2667,20.12,85,100,1.88,MX,2024-10-01 03:00:00
513,kerman,30.2832,57.0788,20.86,45,21,1.79,IR,2024-10-01 03:00:00
514,santo antonio,-6.3106,-35.4789,21.53,82,59,4.41,BR,2024-10-01 03:00:00
515,umm kaddadah,13.6017,26.6876,28.78,50,20,2.75,SD,2024-10-01 03:00:00
516,havre,49.5833,0.3333,14.43,79,83,6.47,FR,2024-10-01 03:00:00
517,buenavista,8.9769,125.4089,32.43,69,93,2.47,PH,2024-10-01 03:00:00
518,jiuquan,39.7432,98.5174,12.5,20,0,1.09,CN,2024-10-01 03:00:00
519,miass,55.045,60.1083,8.74,65,81,1.33,RU,2024-10-01 03:00:00
520,torghay,49.6339,63.4981,12.99,38,9,4.24,KZ,2024-10-01 03:00:00
521,cedeira,43.6797,-8.0209,18.11,90,100,9.25,ES,2024-10-01 03:00:00
522,veroia,40.5233,22.2036,12.01,60,0,1.53,GR,2024-10-01 03:00:00
523,papao,-17.75,-149.55,28.07,74,30,1.52,PF,2024-10-01 03:00:00
524,borrazopolis,-23.9411,-51.5875,24.63,35,0,1.8,BR,2024-10-01 03:00:00
525,muli,2.9167,73.5667,27.85,74,85,2.22,MV,2024-10-01 03:00:00
526,saint-philippe,-21.3585,55.7679,21.53,79,31,4.83,RE,2024-10-01 03:00:00
527,saynshand,44.8824,110.1163,3.42,59,60,6.14,MN,2024-10-01 03:00:00
528,queenstown,-31.8976,26.8753,2.95,63,13,5.56,ZA,2024-10-01 03:00:00
529,tamandare,-8.7597,-35.1047,23.21,80,87,4.17,BR,2024-10-01 03:00:00
530,tela,15.7833,-87.45,28.85,82,60,1.81,HN,2024-10-01 03:00:00
531,souillac,-20.5167,57.5167,22.44,77,70,6.5,MU,2024-10-01 03:00:00
532,ola,59.5833,151.2833,4.96,49,100,1.0,RU,2024-10-01 03:00:00
533,taoudenni,22.6783,-3.9836,34.89,19,1,7.54,ML,2024-10-01 03:00:00
534,kas,36.2018,29.6377,22.16,44,0,3.37,TR,2024-10-01 03:00:00
535,san benito abad,8.929,-75.0271,24.59,82,75,1.96,CO,2024-10-01 03:00:00
536,bahia de caraquez,-0.6,-80.4167,22.81,83,65,3.13,EC,2024-10-01 03:00:00
537,victoria point,-27.5833,153.3,22.68,61,26,6.56,AU,2024-10-01 03:00:00
538,mossel bay,-34.1831,22.146,10.96,73,81,6.19,ZA,2024-10-01 03:00:00
539,ishikawa,26.4233,127.8214,29.57,80,35,3.96,JP,2024-10-01 03:00:00
540,alesund,62.4723,6.1549,12.09,70,83,2.61,NO,2024-10-01 03:00:00
541,qarqaraly,49.4058,75.4742,12.29,40,5,2.07,KZ,2024-10-01 03:00:00
542,sao gabriel da cachoeira,-0.1303,-67.0892,25.57,79,94,0.25,BR,2024-10-01 03:00:00
543,coahuayana de hidalgo,18.7,-103.6583,25.45,94,96,0.63,MX,2024-10-01 03:00:00
544,toktogul,41.8708,72.9402,17.81,41,29,0.2,KG,2024-10-01 03:00:00
545,shumikha,55.2261,63.2961,10.3,62,90,2.95,RU,2024-10-01 03:00:00
546,kathu,7.9178,98.3332,28.18,82,100,4.68,TH,2024-10-01 03:00:00
547,taltal,-25.4,-70.4833,15.74,76,26,1.54,CL,2024-10-01 03:00:00
548,nikolayevsk-on-amure,53.1406,140.73,5.42,90,100,3.85,RU,2024-10-01 03:00:00
549,nako,31.8814,78.627,14.81,61,28,0.78,IN,2024-10-01 03:00:00
550,villa gesell,-37.2639,-56.973,13.46,74,98,4.9,AR,2024-10-01 03:00:00
551,pingliang,35.5392,106.6861,11.96,39,23,0.86,CN,2024-10-01 03:00:00
552,calp,38.6447,0.0445,19.74,90,0,1.87,ES,2024-10-01 03:00:00
553,itaueira,-7.6033,-43.0256,29.39,38,72,3.99,BR,2024-10-01 03:00:00
554,alofi,-19.0595,-169.9187,25.07,64,74,9.11,NU,2024-10-01 03:00:00
555,nizhniy kuranakh,58.8353,125.4869,2.58,97,100,5.05,RU,2024-10-01 03:00:00
556,turbat,26.0023,63.044,27.35,72,3,1.93,PK,2024-10-01 03:00:00
557,hotan,37.0997,79.9269,14.33,52,39,0.39,CN,2024-10-01 03:00:00
558,chippewa falls,44.9369,-91.3929,21.97,55,5,8.31,US,2024-10-01 03:00:00
559,kibakwe,-6.7167,36.3667,16.85,84,32,1.39,TZ,2024-10-01 03:00:00
560,luderitz,-26.6481,15.1594,11.72,57,0,5.72,NA,2024-10-01 03:00:00
561,mananara,-16.1667,49.7667,20.61,90,41,1.12,MG,2024-10-01 03:00:00
562,leer,53.2316,7.461,12.23,97,100,3.66,DE,2024-10-01 03:00:00
563,luorong,24.4058,109.6086,24.88,70,92,9.98,CN,2024-10-01 03:00:00
564,nova vicosa,-17.8919,-39.3719,22.86,81,7,3.56,BR,2024-10-01 03:00:00
565,umarkhed,19.6,77.7,26.57,86,82,1.71,IN,2024-10-01 03:00:00
566,hammerfest,70.6634,23.6821,5.12,72,60,3.75,NO,2024-10-01 03:00:00
567,zaysan,47.4667,84.8667,11.99,29,2,1.91,KZ,2024-10-01 03:00:00
568,medyn',54.9692,35.8586,7.72,76,77,5.76,RU,2024-10-01 03:00:00
569,benjamin constant,-4.3831,-70.0311,25.37,84,66,0.57,BR,2024-10-01 03:00:00
570,harper,4.375,-7.7169,24.68,89,99,4.25,LR,2024-10-01 03:00:00
571,bandar labuan,5.2888,115.2692,27.26,89,47,2.48,MY,2024-10-01 03:00:00
572,codrington,-38.2667,141.9667,14.59,70,15,6.53,AU,2024-10-01 03:00:00
573,nouadhibou,20.931,-17.0347,21.21,81,97,8.25,MR,2024-10-01 03:00:00
574,ardakan,32.31,54.0175,19.68,29,0,2.18,IR,2024-10-01 03:00:00
575,morehead city,34.7229,-76.726,25.66,84,1,3.86,US,2024-10-01 03:00:00
576,prince george,53.9166,-122.753,4.78,95,100,2.83,CA,2024-10-01 03:00:00
577,linxia chengguanzhen,35.6003,103.2064,7.11,72,86,0.47,CN,2024-10-01 03:00:00
578,sao miguel do araguaia,-13.275,-50.1628,31.26,25,48,1.86,BR,2024-10-01 03:00:00
579,el abiodh sidi cheikh,32.893,0.5484,24.22,46,0,1.18,DZ,2024-10-01 03:00:00
580,karukh,34.4811,62.5863,18.39,38,1,0.82,AF,2024-10-01 03:00:00
581,wenchang,30.904,118.4887,17.79,91,100,4.21,CN,2024-10-01 03:00:00
582,port-vila,-17.7338,168.3219,27.65,72,27,2.73,VU,2024-10-01 03:00:00
583,pierre,44.3683,-100.351,16.84,24,0,6.68,US,2024-10-01 03:00:00
584,pamandzi,-12.7967,45.2794,25.89,78,81,9.86,YT,2024-10-01 03:00:00
585,chegdomyn,51.1167,133.0167,7.98,60,39,2.32,RU,2024-10-01 03:00:00
586,nayoro,44.3506,142.4578,21.74,72,22,5.13,JP,2024-10-01 03:00:00
587,challapata,-18.9,-66.7667,13.47,16,16,2.76,BO,2024-10-01 03:00:00
588,belmonte,-15.8631,-38.8828,22.09,84,7,2.81,BR,2024-10-01 03:00:00
589,dzhalagash,45.0833,64.6667,15.15,25,97,3.76,KZ,2024-10-01 03:00:00
590,lesnikovo,55.2822,65.3175,10.73,64,76,2.48,RU,2024-10-01 03:00:00
591,shakhtersk,48.0625,38.5167,14.0,41,0,8.01,UA,2024-10-01 03:00:00
592,ulricehamn,57.7916,13.4142,6.97,84,73,3.31,SE,2024-10-01 03:00:00
593,anar darah,32.7587,61.654,21.18,24,0,1.61,AF,2024-10-01 03:00:00
